customer_id,loan_type,loan_amount,emi,default_flag,credit_score,LoanType,LoanStatus,InterestRate,TenureYears
20798,Auto,843305.73,20593.67,1,553,Home Loan,Active,14.73,2
11432,Personal,215677.73,5759.28,1,783,Education Loan,Active,11.93,16
15821,Personal,581629.42,11058.19,1,716,Personal Loan,Active,11.62,13
9429,Education,62580.68,24704.62,1,325,Personal Loan,Closed,14.08,13
9396,Personal,754159.62,16696.03,0,656,Personal Loan,Closed,12.92,15
12369,Personal,93316.22,11505.6,0,651,Personal Loan,Active,7.52,7
4167,Home,776860.23,3932.95,1,327,Business Loan,Active,10.11,4
4648,Home,560611.28,21881.64,0,427,Home Loan,Active,10.11,15
7692,Home,294237.98,20151.52,1,365,Personal Loan,Closed,14.17,17
8282,Education,992873.87,21259.53,1,318,Auto Loan,Active,12.7,5
13194,Home,966384.8,6405.61,1,571,Business Loan,Closed,9.3,16
22837,Personal,284735.33,2993.22,0,493,Education Loan,Closed,14.75,5
2460,Auto,829610.37,5511.72,1,465,Home Loan,Active,12.67,5
6914,Education,356834.68,2872.48,1,606,Business Loan,Closed,11.75,17
9620,Home,998617.34,1237.86,0,585,Education Loan,Closed,12.36,10
2924,Education,88292.31,15651.79,0,823,Personal Loan,Closed,12.02,5
14208,Personal,117660.99,18469.16,0,619,Business Loan,Active,12.44,20
7794,Personal,225162.05,15835.49,1,530,Business Loan,Active,11.06,15
23479,Auto,454112.74,13834.53,0,497,Business Loan,Active,9.54,11
19918,Personal,321585.49,15152.39,1,350,Education Loan,Closed,14.37,3
19095,Education,93574.71,5450.23,1,705,Auto Loan,Closed,13.74,20
12317,Home,815099.31,19562.31,1,799,Home Loan,Active,8.79,9
24673,Personal,77365.34,19644.58,0,645,Education Loan,Closed,13.66,13
15232,Education,841076.61,21204.29,0,721,Business Loan,Active,9.12,3
22947,Personal,497486.63,3977.1,1,527,Auto Loan,Active,12.89,3
4199,Home,182364.75,22637.63,1,419,Home Loan,Active,7.21,11
21205,Education,803329.78,10754.5,0,679,Home Loan,Active,9.88,14
9106,Education,161394.34,11011.54,1,454,Home Loan,Active,10.59,18
16280,Home,876215.31,11737.52,1,436,Business Loan,Closed,12.03,14
24365,Home,854432.46,8638.37,1,566,Personal Loan,Closed,12.99,11
9814,Personal,544324.21,12333.03,1,540,Auto Loan,Active,10.24,19
18172,Education,63328.63,2799.48,1,411,Auto Loan,Active,10.45,3
13070,Personal,342384.59,4916.37,1,467,Business Loan,Closed,9.99,2
24007,Auto,806229.59,12953.19,1,371,Business Loan,Active,14.61,17
5353,Personal,474100.21,18033.49,0,600,Home Loan,Active,9.01,17
21129,Education,370426.63,14203.69,1,326,Personal Loan,Active,9.01,1
7232,Personal,405087.23,14594.3,0,847,Auto Loan,Active,13.75,16
22215,Education,902064.39,4225.61,1,616,Home Loan,Closed,10.94,16
22451,Auto,251631.3,11014.24,0,394,Personal Loan,Closed,12.17,20
6834,Education,656048.52,8441.97,1,633,Business Loan,Active,8.69,17
14638,Auto,854092.53,3692.43,1,348,Business Loan,Active,10.67,17
4378,Home,519501.19,6804.95,1,576,Education Loan,Active,8.65,5
19044,Personal,317486.27,6725.64,0,549,Personal Loan,Active,11.49,14
21717,Personal,366991.31,19119.47,0,775,Home Loan,Active,8.96,3
1054,Home,641687.54,15075.11,1,747,Business Loan,Active,10.71,15
18615,Home,594734.49,21678.06,0,332,Personal Loan,Closed,12.79,10
13971,Personal,452914.8,13232.73,1,399,Auto Loan,Closed,9.33,14
12545,Auto,918275.72,9545.51,1,680,Auto Loan,Active,12.62,11
814,Auto,176444.96,8875.05,1,629,Auto Loan,Closed,14.58,14
8365,Home,918934.36,9757.94,1,800,Education Loan,Active,9.79,3
16853,Personal,898259.72,17495.88,1,517,Auto Loan,Active,7.99,20
18994,Home,199511.78,2583.75,1,839,Home Loan,Active,11.75,10
18382,Personal,509205.16,22520.42,1,631,Home Loan,Active,11.49,14
8706,Education,554085.01,18573.85,1,792,Personal Loan,Closed,11.99,3
2496,Home,948000.72,6799.91,0,848,Education Loan,Active,12.35,1
20002,Education,620499.87,10760.8,1,585,Education Loan,Active,8.33,5
13332,Auto,561249.57,10430.11,0,619,Personal Loan,Closed,12.11,6
22706,Home,803417.52,5691,0,554,Business Loan,Active,10.49,14
14615,Auto,724577.19,19780.89,1,699,Business Loan,Active,12.36,5
4531,Home,195460.54,4636.46,0,771,Education Loan,Active,11.15,6
11864,Education,810032.52,7799.8,1,306,Auto Loan,Active,13.14,20
763,Education,913142.21,4346.22,0,430,Auto Loan,Closed,7.28,7
12542,Education,418966.81,18896.88,1,372,Business Loan,Active,10.08,14
201,Auto,172752.81,14357.17,0,634,Personal Loan,Closed,7.88,2
14771,Auto,384825.55,10748.51,0,767,Business Loan,Active,7.21,9
22928,Home,888727.86,14376.54,1,826,Personal Loan,Active,9.33,5
16124,Home,200812.3,16755.44,1,610,Auto Loan,Closed,14.63,19
22083,Home,500933.76,18439.14,0,841,Auto Loan,Active,7.37,6
383,Personal,440355.2,17956.05,1,362,Personal Loan,Closed,12.75,7
19073,Personal,615245.48,15585.79,1,632,Business Loan,Closed,12.76,10
18707,Personal,651723.27,24983.89,0,538,Business Loan,Active,12.07,12
17428,Personal,407844.46,5035.43,1,402,Home Loan,Closed,7.34,6
9374,Home,513750.73,24589.92,1,310,Home Loan,Active,8.18,12
23957,Education,981438.29,17672.12,0,835,Auto Loan,Closed,12.18,2
3265,Auto,105580.42,18532.77,1,522,Home Loan,Active,9.13,10
450,Home,730362.51,24043.6,1,708,Personal Loan,Active,12.66,8
5118,Personal,542995.78,20230.49,0,756,Personal Loan,Active,9.79,16
359,Education,191802.93,15667.49,1,349,Personal Loan,Closed,13.14,17
9452,Education,511901.45,22646.49,0,828,Business Loan,Closed,11.95,17
7729,Education,990896.45,7448.82,0,721,Education Loan,Closed,7.43,17
18368,Education,61854.97,8054,0,310,Personal Loan,Closed,13.76,2
13868,Home,269557.65,7344.23,1,698,Education Loan,Closed,13.49,4
4484,Personal,122772.61,10957.53,1,460,Business Loan,Active,13.85,2
24803,Auto,313023.1,19291.2,1,747,Business Loan,Active,12.23,16
16199,Home,902388.26,21461.52,1,513,Home Loan,Closed,12.55,17
17673,Auto,375741.44,1257.9,0,835,Personal Loan,Closed,13.88,5
24192,Auto,236206.31,9165.68,0,503,Personal Loan,Closed,14.59,11
24080,Auto,248556.49,2839.28,0,538,Personal Loan,Closed,12.64,4
17192,Personal,543715.94,20527.46,0,560,Business Loan,Closed,7.46,4
18828,Personal,142563.4,5389.47,0,759,Education Loan,Active,14.49,19
11912,Personal,217848.76,8566.09,0,361,Auto Loan,Closed,12.56,15
12422,Auto,769457.61,18296.28,1,316,Business Loan,Active,13.19,2
11581,Education,570792.49,2509.15,0,579,Home Loan,Active,13.45,5
1890,Personal,652547.94,4485.29,0,595,Home Loan,Active,11.19,18
15682,Personal,575331.86,22364.39,0,643,Auto Loan,Closed,8.8,4
10976,Education,981762.38,8797.02,1,501,Education Loan,Closed,11,17
24374,Education,883413.61,19295.18,1,811,Business Loan,Active,14.7,18
11373,Auto,942270.22,22012.79,1,327,Auto Loan,Closed,12.5,3
17748,Personal,882864.99,8209.32,1,500,Business Loan,Active,8.06,14
20211,Auto,536627.53,1044.78,1,335,Home Loan,Active,13.09,9
18989,Personal,918221.27,18277.56,1,378,Business Loan,Active,8.32,9
5097,Home,810504.76,11477.57,0,764,Personal Loan,Closed,14.95,11
3447,Home,847359.16,19624.96,0,845,Business Loan,Closed,12.96,3
10362,Auto,327019.27,21385.04,0,657,Auto Loan,Closed,12.78,10
4757,Auto,354625.15,14378.49,0,777,Education Loan,Closed,7.4,3
23521,Home,60227.72,17284.25,1,503,Education Loan,Closed,7.95,12
8302,Auto,936217.42,1985.87,0,481,Business Loan,Closed,8.02,20
18137,Auto,623028.97,9442.27,1,510,Education Loan,Closed,8.21,1
17985,Education,958141.98,14937.48,0,742,Business Loan,Active,9.37,2
422,Home,209139.39,18458.13,1,513,Business Loan,Closed,7.39,6
5878,Home,819386.06,1812.66,0,492,Home Loan,Closed,9.88,6
6949,Home,769799.76,1914.06,1,601,Home Loan,Active,10.64,9
11499,Auto,61613.01,10487.73,0,765,Education Loan,Closed,13.79,17
6789,Education,938438.4,3229.14,1,301,Auto Loan,Closed,9.57,14
21607,Home,715251.98,17357.38,1,620,Education Loan,Active,7.21,2
2295,Home,734358.68,6487.93,0,700,Home Loan,Active,8.83,1
1071,Education,113033.54,6236.03,1,553,Education Loan,Closed,8.69,17
12195,Auto,960716.28,23850.76,0,848,Education Loan,Closed,9.18,2
1215,Home,604026.5,5985.11,0,512,Business Loan,Active,11.98,19
22977,Personal,149496.17,5797.52,0,721,Auto Loan,Closed,12.86,11
17361,Personal,240439.4,3592.97,0,399,Auto Loan,Active,9.72,19
543,Personal,444585.51,17610.46,0,438,Personal Loan,Closed,13.36,17
2675,Auto,305895.15,1707.35,0,380,Education Loan,Active,14.01,4
5099,Personal,791655.4,8159.77,0,462,Personal Loan,Active,9.19,2
12205,Home,449845.73,13008.29,1,690,Personal Loan,Active,12.58,6
17956,Personal,934773.34,12521.26,1,800,Auto Loan,Closed,13.68,1
23481,Education,396495.94,24036.03,0,424,Business Loan,Active,7.97,3
22552,Auto,153689.33,11161.94,1,815,Auto Loan,Closed,14.65,10
14532,Auto,245482.73,18554.05,1,776,Auto Loan,Active,13.35,17
2650,Home,231538.83,18825.45,1,382,Education Loan,Active,9.57,6
4108,Auto,905919.96,22384.1,0,673,Personal Loan,Closed,10.6,16
24248,Auto,158039.92,9683.2,1,790,Business Loan,Active,7.02,15
18764,Auto,578520.32,16174.66,0,685,Personal Loan,Closed,12.96,17
5230,Education,372621.14,1250.88,1,386,Auto Loan,Active,11.55,10
11062,Personal,884096.72,4125.78,0,795,Auto Loan,Closed,9.52,17
19455,Auto,332695.19,16309.16,0,349,Auto Loan,Closed,9.82,6
5492,Personal,434811.08,5706.61,0,744,Business Loan,Closed,7.68,20
9641,Home,181054.91,21128.09,1,571,Education Loan,Active,11.84,10
16430,Personal,493528.35,1263.29,0,747,Education Loan,Active,12.84,12
3349,Auto,725566.01,15861.99,1,663,Business Loan,Active,11.1,8
13582,Auto,826273.05,11571.88,1,444,Business Loan,Closed,10.05,20
5387,Personal,915461.4,3936.15,1,653,Auto Loan,Active,8.41,12
15520,Education,259803.44,13933.2,1,687,Auto Loan,Closed,10.09,14
7287,Auto,950608.76,16540.22,1,762,Education Loan,Active,13.83,17
23098,Auto,301115.35,13498.11,1,703,Education Loan,Closed,9.66,19
6027,Home,493482.18,24802.95,0,402,Home Loan,Active,10.08,13
23077,Home,135887.06,22762.63,1,466,Business Loan,Active,7.54,9
22814,Home,770823.01,10996.73,0,488,Auto Loan,Closed,11.66,16
22316,Home,77534.29,5797.17,0,755,Education Loan,Active,7.39,2
8005,Personal,425358.14,5826.28,0,732,Home Loan,Active,14.71,19
11098,Personal,358225.72,17823.62,0,836,Auto Loan,Active,14.45,17
16600,Auto,893382.51,10706.77,0,568,Home Loan,Active,11.37,14
19363,Education,886097.24,19991.85,0,630,Home Loan,Active,13.8,5
14675,Education,325659.95,5646.79,0,679,Personal Loan,Active,8.67,1
17243,Home,885622.4,11820.44,1,844,Education Loan,Closed,12.81,20
16406,Education,755566.16,3830.77,0,381,Education Loan,Closed,11.09,8
12242,Education,368210.73,20184.07,1,434,Personal Loan,Closed,11.97,18
11546,Personal,872437.44,1139.16,0,782,Auto Loan,Closed,11.65,19
13913,Home,995067.29,9759.93,0,400,Auto Loan,Active,9.04,19
6555,Home,971757.04,7545.12,1,556,Education Loan,Active,12.74,1
24477,Education,291872.77,10394.78,0,759,Personal Loan,Closed,10.67,2
6819,Education,74417.07,1591.91,0,631,Auto Loan,Active,9.7,1
8911,Personal,182441.28,17874.65,1,652,Home Loan,Closed,12.19,14
5421,Personal,899964.48,17184.03,0,402,Education Loan,Closed,12.94,6
4892,Personal,401716.79,4084.56,1,742,Personal Loan,Active,8.89,1
19477,Home,672330.92,4977.54,0,624,Education Loan,Closed,10.87,10
2388,Home,711059.27,12012.93,1,445,Auto Loan,Active,14.69,7
8851,Personal,648126.83,20975.68,0,653,Personal Loan,Closed,8.78,20
9190,Education,824868.34,4076.66,0,472,Education Loan,Active,7.89,3
14086,Personal,149925.98,20719.34,0,576,Business Loan,Closed,11.79,13
3782,Home,791548.85,1166.34,1,305,Personal Loan,Closed,14.01,17
1350,Education,375051.23,5431.81,0,339,Auto Loan,Closed,13.8,3
24895,Auto,166055.11,6384.32,0,395,Auto Loan,Active,14.46,2
2107,Education,629637.68,15677.33,0,392,Business Loan,Active,9.83,2
14857,Home,696500.58,24705.12,0,423,Home Loan,Closed,11.64,13
15863,Auto,629984.43,8211.07,1,508,Personal Loan,Active,13.87,8
24182,Home,489705.14,10315.28,0,527,Auto Loan,Active,14.82,13
7543,Home,821828.27,13262.59,1,802,Home Loan,Active,8.24,12
14802,Auto,842500.76,1382.5,1,655,Auto Loan,Closed,14.28,7
8403,Auto,94757.04,14118.33,0,362,Auto Loan,Active,14.99,19
19390,Education,643217.84,13666.24,0,792,Auto Loan,Closed,9.23,3
21980,Education,119886.86,16704.38,1,736,Home Loan,Active,14.13,2
2883,Personal,584347.69,14446.73,1,551,Auto Loan,Closed,7.89,11
10283,Home,694415.75,5859.63,0,800,Personal Loan,Closed,11.26,20
20250,Education,918962.2,10115.46,1,450,Home Loan,Closed,8.66,16
40,Personal,235184.38,11479.32,0,359,Business Loan,Active,14.03,6
12694,Personal,208152.72,4681.39,1,755,Business Loan,Closed,7.76,2
19939,Personal,948403.07,12861.82,1,659,Auto Loan,Closed,14.21,1
597,Personal,677117.97,8835.65,0,505,Education Loan,Closed,12.9,13
21847,Auto,260543.28,19887.16,0,646,Business Loan,Active,7.63,10
9438,Auto,307001.19,8170.04,0,461,Personal Loan,Closed,10.13,12
14291,Auto,970637.55,7966,1,431,Home Loan,Active,7.68,2
17618,Auto,845049.78,22288.69,0,788,Personal Loan,Closed,7.18,18
15557,Auto,542554.46,6067.94,1,737,Auto Loan,Active,7.71,18
24816,Personal,592423.63,22116.9,1,459,Business Loan,Closed,10.96,14
13058,Auto,314228.61,20591.44,1,361,Auto Loan,Active,13.13,1
18114,Personal,597861.72,6333.27,0,725,Auto Loan,Closed,13.71,9
23834,Home,521787.56,21490.39,1,449,Home Loan,Active,12.59,18
13799,Auto,623160.47,12847.77,1,673,Education Loan,Active,8.02,10
19380,Auto,78764.83,6519.04,1,636,Auto Loan,Active,13.33,10
9404,Auto,625613.95,19981.98,1,348,Education Loan,Active,7.16,11
24060,Education,187360.56,9362.99,0,689,Education Loan,Closed,12.23,9
12485,Personal,438856.98,19980.97,0,813,Education Loan,Active,13.45,19
2066,Home,972920.78,14125.75,1,718,Business Loan,Closed,8.71,3
11041,Auto,849557.9,10314.55,0,813,Business Loan,Active,9.78,19
19911,Education,993751.03,13191.05,0,466,Business Loan,Active,9.25,17
22201,Personal,609418.34,5594.57,0,481,Business Loan,Active,13.96,5
10591,Education,787456.57,4990.62,0,662,Education Loan,Active,14.73,15
6350,Personal,521254.44,21074.6,1,375,Auto Loan,Active,13.12,9
6485,Education,560937.85,5381.12,0,468,Business Loan,Active,14.5,20
15041,Home,610675.54,15132.34,0,387,Education Loan,Active,8.73,5
16760,Auto,160183.78,4697.5,0,552,Education Loan,Active,13.56,19
11642,Education,361601.45,4406.31,1,826,Personal Loan,Active,11.43,8
22224,Education,953017.09,15330.71,1,313,Auto Loan,Closed,8.04,16
7411,Home,964472.13,7793.92,0,520,Education Loan,Closed,11.22,11
470,Personal,383665.98,8825.15,1,547,Home Loan,Closed,12.64,18
21456,Home,371855.17,14509.87,0,560,Business Loan,Active,11.2,11
12524,Home,906801.22,11381.77,0,745,Home Loan,Closed,12.93,14
11316,Auto,492197.24,9247.01,1,520,Business Loan,Closed,8.75,7
4856,Auto,860745,3921.69,1,396,Business Loan,Active,8.45,3
2241,Personal,69789.18,23080.45,1,586,Auto Loan,Closed,10.33,7
7469,Personal,495864.76,9224.08,0,848,Auto Loan,Active,10.29,12
9446,Personal,726172.2,14421.57,1,378,Home Loan,Active,13.38,15
11180,Personal,168408.15,24726.2,0,828,Personal Loan,Closed,11.03,7
15106,Home,974995.49,5507.62,1,414,Education Loan,Active,9.82,13
19062,Personal,212765.32,24286.33,0,678,Business Loan,Closed,12.45,16
14054,Personal,268794.33,14233.1,1,343,Home Loan,Closed,14.66,4
7899,Personal,957305.59,13103.69,0,729,Home Loan,Closed,9.56,8
14878,Personal,614468.59,10489.95,1,576,Education Loan,Closed,10.49,9
19452,Personal,92143.74,4605.72,0,306,Home Loan,Active,14.65,1
20214,Personal,213300.21,12064.71,0,663,Personal Loan,Closed,10.43,20
10261,Education,347700.28,5666.88,1,657,Personal Loan,Closed,9.73,12
5147,Auto,888150.31,12447.29,0,419,Auto Loan,Closed,13.21,13
1767,Personal,207056.2,1456.23,0,635,Personal Loan,Closed,13.65,2
5816,Home,406018.88,11198.93,0,408,Home Loan,Active,14.36,2
10709,Education,309750.92,22911.83,0,773,Business Loan,Closed,7.51,14
19224,Education,161306.72,15819.8,1,762,Home Loan,Closed,10.54,12
16666,Auto,106048.54,24193.97,1,426,Education Loan,Active,12.45,9
15485,Education,621966.93,21392.92,0,431,Education Loan,Active,7.6,20
24300,Auto,339773.92,21196,0,564,Auto Loan,Closed,8.5,17
5887,Auto,549415.66,4187.02,1,639,Auto Loan,Active,11,1
666,Personal,314177.46,10443.2,1,495,Personal Loan,Closed,9.31,18
9922,Personal,452442.7,10519.01,0,336,Auto Loan,Closed,9.22,12
9118,Personal,238934.24,19749.15,1,567,Personal Loan,Closed,10.56,6
24663,Home,905207.1,4732.45,0,468,Personal Loan,Active,11.67,1
5552,Education,280297.69,22151.29,0,653,Education Loan,Closed,9.74,9
1336,Home,818229.37,10491.58,1,445,Auto Loan,Closed,14.78,16
21025,Personal,405532.39,10839.65,1,757,Home Loan,Active,11.32,6
7428,Education,404572.56,10565.71,0,584,Auto Loan,Closed,8.52,2
15078,Home,662680.63,3740.87,1,687,Education Loan,Active,12.02,18
9194,Education,603869.18,12767.16,0,363,Home Loan,Closed,12.66,19
20229,Personal,990613.31,24517.55,1,308,Business Loan,Active,13.94,14
14647,Home,716146.92,8056.92,1,596,Home Loan,Active,10.15,2
102,Home,745659.07,8513.35,1,849,Home Loan,Active,9.67,17
3027,Home,304959.84,14811.99,0,683,Personal Loan,Closed,10.55,20
22117,Home,384132.59,9619.2,0,534,Auto Loan,Closed,13.96,11
4383,Auto,249509.01,24668.78,1,416,Business Loan,Closed,11.15,5
11475,Education,638825.28,22219.04,0,378,Business Loan,Closed,11.33,1
2489,Education,265894.84,5056.38,1,459,Business Loan,Active,8.51,2
5229,Auto,521133.66,11910.37,0,598,Home Loan,Closed,12.04,15
5978,Personal,521121.59,6264.63,0,676,Business Loan,Active,11.84,12
22092,Home,435245.08,4100.21,0,483,Home Loan,Active,7.55,12
8818,Education,175762.33,22859.71,0,661,Education Loan,Active,13.31,18
6179,Home,72612.9,24110.49,1,712,Education Loan,Closed,13.6,11
2153,Personal,616993.28,17997.09,0,726,Education Loan,Active,13.05,5
22940,Personal,312733.5,24854.27,0,554,Education Loan,Closed,11.41,4
22413,Home,785952.84,13864.89,1,578,Personal Loan,Closed,8.81,10
11382,Auto,822647.28,10021.63,1,536,Auto Loan,Closed,13.63,16
13569,Education,523386.29,20393.02,0,300,Education Loan,Closed,13,15
12432,Home,682620.76,10940.72,0,748,Home Loan,Active,14.83,4
19163,Home,476765.86,19140.49,0,696,Auto Loan,Active,12.14,19
3406,Home,759194.38,1428.98,0,630,Education Loan,Active,8.11,17
10070,Home,113640.9,24714.25,0,719,Personal Loan,Active,8.95,13
2926,Personal,587529.74,23023.89,0,314,Auto Loan,Closed,11.81,16
14817,Auto,952488.91,6328.95,1,797,Auto Loan,Closed,9.02,14
1846,Auto,470365.76,4548.35,1,502,Personal Loan,Active,7.2,19
17504,Personal,955297.95,5670.75,0,769,Personal Loan,Active,9.73,10
572,Home,990315.26,23365.62,1,472,Home Loan,Active,14.59,3
252,Auto,718274.29,5538.75,1,750,Auto Loan,Active,12.89,18
6757,Auto,238072.58,13636.64,0,709,Personal Loan,Closed,7.26,5
6144,Education,214661.19,11773.85,1,713,Business Loan,Closed,10.66,9
18946,Home,936299.35,13964.19,1,671,Education Loan,Closed,9.79,2
5278,Auto,726371.69,10622.2,0,634,Home Loan,Closed,13.23,11
1727,Home,649724.28,5176.21,0,605,Auto Loan,Closed,10.65,7
20115,Home,324188.52,20327.24,0,537,Education Loan,Closed,13.33,4
18519,Home,674350.92,6228.45,0,510,Home Loan,Active,10.38,4
7985,Home,376438.22,21505.37,0,802,Business Loan,Closed,14.56,13
13289,Personal,820307.18,20364.78,0,403,Home Loan,Closed,10.09,12
15920,Education,67019.56,16065.67,1,817,Education Loan,Closed,12.5,12
24671,Education,801900.71,13933.68,0,771,Home Loan,Closed,11.75,16
3693,Personal,287907.11,23566.68,0,806,Auto Loan,Closed,11.99,6
8633,Auto,811138.8,1966.04,1,589,Personal Loan,Active,12.42,13
22880,Auto,551773.47,11929.41,1,418,Business Loan,Closed,7.44,19
4782,Personal,684573.05,14654.81,0,632,Education Loan,Active,9.16,1
4622,Personal,977765.46,22088.67,1,322,Home Loan,Active,7.12,8
9312,Home,246549.55,21866.48,0,602,Personal Loan,Active,7.92,18
16897,Home,490392.36,2873.09,1,720,Home Loan,Closed,11.44,5
21858,Personal,222651.31,19827.75,1,401,Personal Loan,Active,7.82,19
2696,Home,107288.35,19226.78,1,487,Business Loan,Active,9.96,14
19579,Personal,138092.53,5242.14,0,311,Auto Loan,Active,12.38,9
